YEAR,MO,DY,WS10M_MAX,WS10M_MIN,WD10M
2017,4,9,6.27,4.32,71.56
2017,4,10,6.81,3.71,82.31
2017,4,11,4.72,2.21,78.56
2017,4,12,3.75,1.47,120.62
2017,4,13,4.77,1.44,235.69
2017,4,14,5.41,2.25,246.38
2017,4,15,3.12,1.53,267.75
2017,4,16,6.39,2.39,90.38
2017,4,17,6.4,3.26,93.19
2017,4,18,8.33,3.04,58.81
2017,4,19,11.09,8.16,61.62
2017,4,20,11.27,7.17,63.94
2017,4,21,10.4,7.71,74.69
2017,4,22,7.09,2.42,87.38
2017,4,23,6.48,1.52,151.69
2017,4,24,5.8,0.82,95.19
2017,4,25,3.66,0.96,166.12
2017,4,26,4.55,0.76,229.75
2017,4,27,8.05,0.07,162.88
2017,4,28,12.03,6.47,63.19
2017,4,29,6.66,2.59,73.06
2017,4,30,5.55,1.61,248.0
2017,5,1,6.4,3.59,150.44
2017,5,2,6.73,3.06,70.69
2017,5,3,8.39,4.61,71.56
2017,5,4,4.59,1.11,74.56
2017,5,5,6.76,2.42,228.94
2017,5,6,7.98,1.22,224.44
2017,5,7,6.66,1.91,66.69
2017,5,8,4.85,2.55,96.0
2017,5,9,7.16,2.66,108.62
2017,5,10,6.15,0.05,254.44
2017,5,11,7.75,1.7,249.38
2017,5,12,9.97,2.97,249.06
2017,5,13,4.79,0.94,247.12
2017,5,14,3.51,1.06,240.38
2017,5,15,6.51,0.74,75.19
2017,5,16,8.05,4.27,73.81
2017,5,17,8.17,2.73,64.25
2017,5,18,4.81,0.29,235.94
2017,5,19,5.29,1.2,104.44
2017,5,20,8.34,5.18,76.25
2017,5,21,10.68,6.26,76.69
2017,5,22,9.2,0.99,95.31
2017,5,23,5.52,0.58,134.94
2017,5,24,7.57,4.47,67.81
2017,5,25,7.2,4.07,68.12
2017,5,26,9.8,0.29,80.0
2017,5,27,10.52,4.68,55.75
2017,5,28,10.48,5.37,66.62
2017,5,29,5.77,1.03,226.81
2017,5,30,7.98,0.45,198.38
2017,5,31,4.71,0.16,66.75
2017,6,1,5.55,1.85,65.69
2017,6,2,7.72,1.96,70.94
2017,6,3,5.95,1.34,168.94
2017,6,4,5.51,1.05,89.62
2017,6,5,8.45,4.3,288.88
2017,6,6,4.38,2.37,207.81
2017,6,7,9.09,1.94,77.19
2017,6,8,10.27,2.34,67.0
2017,6,9,4.79,0.24,132.88
2017,6,10,6.96,2.03,56.31
2017,6,11,7.87,4.79,56.38
2017,6,12,8.05,4.91,58.0
2017,6,13,7.87,1.57,82.81
2017,6,14,3.55,1.08,128.75
2017,6,15,5.23,0.78,52.88
2017,6,16,7.29,2.99,53.88
2017,6,17,7.64,3.63,68.0
2017,6,18,6.06,1.94,52.81
2017,6,19,6.81,3.58,57.12
2017,6,20,7.16,2.7,48.88
2017,6,21,5.87,2.26,52.06
2017,6,22,5.62,3.17,64.0
2017,6,23,4.62,2.19,65.88
2017,6,24,5.27,2.01,80.62
2017,6,25,8.62,2.33,84.56
2017,6,26,9.19,0.84,223.44
2017,6,27,6.09,0.28,205.94
2017,6,28,10.45,5.52,256.25
2017,6,29,9.66,1.85,258.38
2017,6,30,5.75,1.84,257.75
2017,7,1,5.63,2.67,91.44
2017,7,2,4.63,2.39,67.75
2017,7,3,9.45,4.29,77.19
2017,7,4,9.63,3.8,66.06
2017,7,5,5.23,1.54,130.81
2017,7,6,6.34,2.27,163.75
2017,7,7,7.75,0.79,101.31
2017,7,8,8.68,0.8,294.38
2017,7,9,5.3,1.23,235.44
2017,7,10,7.16,0.71,54.75
2017,7,11,4.98,0.34,167.0
2017,7,12,3.58,0.55,172.19
2017,7,13,4.64,1.27,58.44
2017,7,14,7.69,2.38,62.38
2017,7,15,8.01,5.16,63.25
2017,7,16,6.52,3.1,76.06
2017,7,17,8.38,3.02,70.62
2017,7,18,9.12,3.97,72.31
2017,7,19,3.96,0.77,199.88
2017,7,20,5.53,1.02,273.88
2017,7,21,5.15,0.8,265.88
2017,7,22,3.88,0.44,143.88
2017,7,23,4.69,0.68,211.25
2017,7,24,4.41,1.73,241.56
2017,7,25,8.61,1.01,68.0
2017,7,26,5.62,2.7,63.44
2017,7,27,5.06,2.17,77.88
2017,7,28,7.09,2.63,78.25
2017,7,29,3.91,0.98,111.38
2017,7,30,3.82,0.53,213.31
2017,7,31,3.19,0.43,157.19
2017,8,1,7.52,0.8,147.62
2017,8,2,6.57,0.52,140.19
2017,8,3,4.62,0.61,242.12
2017,8,4,4.38,0.3,177.88
2017,8,5,5.88,2.84,42.31
2017,8,6,5.86,3.16,53.38
2017,8,7,4.05,1.54,72.81
2017,8,8,5.05,1.08,253.69
2017,8,9,4.66,2.71,62.25
2017,8,10,10.2,3.95,55.31
2017,8,11,9.05,5.09,57.62
2017,8,12,9.63,7.12,68.0
2017,8,13,9.84,6.51,67.19
2017,8,14,9.26,4.05,65.69
2017,8,15,6.43,2.31,78.62
2017,8,16,6.64,1.37,267.0
2017,8,17,3.89,2.27,212.88
2017,8,18,5.88,2.09,59.81
2017,8,19,7.2,2.64,54.06
2017,8,20,8.77,6.19,66.12
2017,8,21,7.84,5.5,67.81
2017,8,22,5.62,3.83,66.62
2017,8,23,8.04,3.87,75.5
2017,8,24,5.81,2.19,63.62
2017,8,25,5.29,0.32,106.12
2017,8,26,6.43,0.11,112.69
2017,8,27,3.93,0.54,186.19
2017,8,28,6.06,0.16,265.94
2017,8,29,7.54,0.9,61.62
2017,8,30,6.73,0.39,101.94
2017,8,31,8.43,0.73,119.38
2017,9,1,10.09,5.59,56.94
2017,9,2,8.66,2.59,51.5
2017,9,3,4.95,0.88,86.12
2017,9,4,8.13,1.3,94.5
2017,9,5,8.27,4.37,70.75
2017,9,6,7.89,3.41,64.31
2017,9,7,7.88,4.59,68.81
2017,9,8,4.33,2.3,84.81
2017,9,9,7.48,4.23,255.69
2017,9,10,11.12,4.78,309.44
2017,9,11,7.3,0.95,244.0
2017,9,12,5.14,1.2,235.5
2017,9,13,5.66,2.82,77.12
2017,9,14,4.38,2.05,193.31
2017,9,15,5.07,1.05,209.25
2017,9,16,7.27,1.83,296.69
2017,9,17,5.16,0.7,108.56
2017,9,18,6.2,0.62,269.25
2017,9,19,4.18,1.62,99.06
2017,9,20,6.25,2.64,77.5
2017,9,21,9.16,3.89,79.25
2017,9,22,5.08,0.83,102.88
2017,9,23,7.12,0.9,94.62
2017,9,24,3.79,2.62,57.06
2017,9,25,3.02,0.75,95.88
2017,9,26,5.83,0.52,92.62
2017,9,27,6.58,4.55,65.81
2017,9,28,7.35,4.38,69.69
2017,9,29,5.98,4.05,62.06
2017,9,30,4.45,2.76,53.38
2017,10,1,5.95,2.08,57.12
2017,10,2,6.84,3.08,49.94
2017,10,3,4.94,2.71,52.94
2017,10,4,5.73,3.43,66.56
2017,10,5,6.02,2.83,83.44
2017,10,6,3.98,1.88,54.06
2017,10,7,7.73,3.05,60.12
2017,10,8,5.41,1.8,80.56
2017,10,9,4.81,3.18,70.94
2017,10,10,5.09,1.91,89.94
2017,10,11,5.05,3.05,87.62
2017,10,12,5.12,1.89,88.44
2017,10,13,5.73,2.79,101.31
2017,10,14,6.55,2.94,90.81
2017,10,15,8.98,3.8,79.69
2017,10,16,6.16,1.43,131.38
2017,10,17,6.64,0.07,226.44
2017,10,18,7.01,2.18,225.5
2017,10,19,8.77,3.38,240.38
2017,10,20,6.27,3.22,294.62
2017,10,21,4.74,0.32,281.94
2017,10,22,2.25,0.73,195.44
2017,10,23,5.63,0.7,53.69
2017,10,24,2.38,0.69,34.88
2017,10,25,5.3,1.88,101.69
2017,10,26,6.23,3.12,91.12
2017,10,27,3.21,0.63,139.44
2017,10,28,5.8,2.34,62.19
2017,10,29,3.8,0.57,129.31
2017,10,30,4.7,1.0,72.88
2017,10,31,6.8,4.84,72.0
2017,11,1,5.94,3.87,71.44
2017,11,2,6.2,1.73,103.38
2017,11,3,7.12,2.13,197.38
2017,11,4,7.59,4.59,244.75
2017,11,5,9.23,6.1,280.0
2017,11,6,9.59,5.05,315.31
2017,11,7,6.14,3.7,286.12
2017,11,8,4.56,2.1,291.88
2017,11,9,7.82,1.92,246.88
2017,11,10,9.3,4.18,108.5
2017,11,11,8.3,3.66,300.12
2017,11,12,7.86,3.75,277.88
2017,11,13,9.66,3.18,170.69
2017,11,14,9.18,5.79,119.06
2017,11,15,5.3,1.58,314.69
2017,11,16,2.7,0.55,122.31
2017,11,17,2.87,0.7,242.44
2017,11,18,3.77,0.11,136.62
2017,11,19,3.59,1.05,116.81
2017,11,20,3.12,0.23,128.5
2017,11,21,3.8,1.71,180.88
2017,11,22,6.16,1.8,190.25
2017,11,23,5.19,3.02,249.56
2017,11,24,5.9,0.9,198.44
2017,11,25,6.92,0.75,239.5
2017,11,26,8.05,0.42,72.12
2017,11,27,4.79,3.58,95.81
2017,11,28,5.26,3.45,220.31
2017,11,29,10.91,3.17,240.25
2017,11,30,9.59,6.95,49.69
2017,12,1,12.77,2.84,245.06
2017,12,2,12.35,6.77,306.31
2017,12,3,9.95,1.06,295.88
2017,12,4,2.73,0.21,268.06
2017,12,5,4.31,0.45,136.94
2017,12,6,4.97,1.12,140.06
2017,12,7,5.4,0.99,210.5
2017,12,8,8.68,4.0,237.81
2017,12,9,7.7,0.66,282.75
2017,12,10,10.45,3.52,235.62
2017,12,11,11.23,7.95,229.94
2017,12,12,7.33,3.22,247.12
2017,12,13,6.51,3.28,278.0
2017,12,14,9.3,6.89,243.06
2017,12,15,11.47,4.59,255.5
2017,12,16,6.84,2.33,223.25
2017,12,17,7.3,1.55,148.31
2017,12,18,5.46,0.39,252.56
2017,12,19,4.86,1.59,104.5
2017,12,20,7.43,1.45,29.19
2017,12,21,10.34,4.65,51.31
2017,12,22,6.37,2.85,240.44
2017,12,23,6.32,3.37,91.38
2017,12,24,5.07,1.52,117.81
2017,12,25,7.48,1.6,202.06
2017,12,26,10.51,7.02,238.0
2017,12,27,16.07,8.88,272.25
2017,12,28,10.98,8.6,275.56
2017,12,29,8.71,1.04,269.88
2017,12,30,7.12,2.05,235.12
2017,12,31,9.45,3.29,226.12
2018,1,1,10.49,5.72,273.5
2018,1,2,10.05,6.05,259.69
2018,1,3,8.68,6.71,246.0
2018,1,4,8.52,6.73,243.88
2018,1,5,8.09,2.77,239.62
2018,1,6,7.8,3.77,193.75
2018,1,7,6.81,1.93,219.06
2018,1,8,7.26,0.63,206.0
2018,1,9,6.44,4.05,231.62
2018,1,10,9.45,5.55,236.5
2018,1,11,12.41,8.99,286.81
2018,1,12,9.37,4.63,294.44
2018,1,13,7.63,3.16,182.62
2018,1,14,7.82,0.79,239.94
2018,1,15,4.54,2.94,223.69
2018,1,16,8.73,4.69,248.25
2018,1,17,9.02,1.23,258.56
2018,1,18,6.23,3.12,118.44
2018,1,19,5.85,2.75,161.69
2018,1,20,9.69,2.44,281.75
2018,1,21,9.68,5.5,262.69
2018,1,22,6.82,3.45,253.19
2018,1,23,4.88,1.23,191.75
2018,1,24,5.34,1.95,128.0
2018,1,25,6.45,2.41,220.75
2018,1,26,12.03,4.87,239.81
2018,1,27,7.77,1.6,175.44
2018,1,28,5.98,3.78,88.31
2018,1,29,5.88,2.86,91.69
2018,1,30,6.55,1.92,134.56
2018,1,31,5.57,1.05,150.69
2018,2,1,8.72,4.35,233.5
2018,2,2,14.05,5.82,247.19
2018,2,3,9.37,6.02,279.06
2018,2,4,9.5,2.99,195.56
2018,2,5,10.07,1.24,213.31
2018,2,6,9.06,2.52,235.06
2018,2,7,9.95,3.4,274.06
2018,2,8,4.47,1.38,245.38
2018,2,9,6.28,3.5,307.94
2018,2,10,10.96,5.37,208.88
2018,2,11,8.05,4.34,283.75
2018,2,12,9.2,4.38,275.5
2018,2,13,8.62,4.15,279.62
2018,2,14,9.41,6.39,258.56
2018,2,15,6.51,0.92,222.06
2018,2,16,4.44,0.45,131.06
2018,2,17,5.59,3.06,256.62
2018,2,18,5.86,2.95,108.5
2018,2,19,4.1,0.94,86.88
2018,2,20,9.79,1.51,270.88
2018,2,21,10.41,0.98,147.25
2018,2,22,7.12,1.79,177.44
2018,2,23,3.84,1.2,160.31
2018,2,24,6.98,2.54,75.88
2018,2,25,5.84,0.57,227.75
2018,2,26,6.73,3.38,203.56
2018,2,27,6.25,1.21,127.38
2018,2,28,7.37,0.23,203.31
2018,3,1,14.09,3.99,224.06
2018,3,2,14.03,2.43,240.56
2018,3,3,9.78,0.72,233.69
2018,3,4,10.66,3.7,241.75
2018,3,5,14.34,7.77,243.31
2018,3,6,14.49,6.32,263.0
2018,3,7,9.16,0.88,252.69
2018,3,8,7.13,3.62,219.94
2018,3,9,7.34,1.3,218.5
2018,3,10,10.66,0.98,198.5
2018,3,11,12.34,7.15,242.94
2018,3,12,13.73,7.03,260.69
2018,3,13,6.88,3.2,245.62
2018,3,14,5.31,0.92,237.25
2018,3,15,7.25,4.64,237.75
2018,3,16,8.26,5.1,257.0
2018,3,17,14.43,7.71,260.88
2018,3,18,13.37,3.7,275.44
2018,3,19,15.04,6.91,252.5
2018,3,20,13.66,3.88,289.19
2018,3,21,7.3,3.59,173.81
2018,3,22,8.74,6.48,317.81
2018,3,23,10.73,9.2,259.38
2018,3,24,16.34,10.2,261.38
2018,3,25,17.0,5.77,313.19
2018,3,26,7.05,2.2,277.31
2018,3,27,6.51,4.75,273.62
2018,3,28,6.78,0.81,230.25
2018,3,29,5.42,2.02,241.0
2018,3,30,12.32,3.42,238.12
2018,3,31,14.21,6.88,263.0
2018,4,1,7.41,0.53,165.44
2018,4,2,7.78,0.63,160.31
2018,4,3,5.68,1.09,202.31
2018,4,4,7.55,3.73,246.94
2018,4,5,6.91,0.74,167.69
2018,4,6,8.21,2.88,126.38
2018,4,7,8.44,0.8,211.5
2018,4,8,9.02,7.04,252.38
2018,4,9,8.52,4.32,254.06
2018,4,10,7.26,1.83,216.5
2018,4,11,12.53,5.2,237.62
2018,4,12,12.09,2.0,237.88
2018,4,13,6.08,2.98,194.25
2018,4,14,9.59,5.78,202.38
2018,4,15,8.45,4.77,287.06
2018,4,16,7.16,4.95,243.62
2018,4,17,5.39,1.67,229.56
2018,4,18,3.64,1.16,84.5
2018,4,19,7.7,1.95,77.69
2018,4,20,9.21,4.21,79.94
2018,4,21,7.09,3.3,70.0
2018,4,22,7.27,2.74,80.06
2018,4,23,8.59,2.06,94.31
2018,4,24,9.75,3.18,105.44
2018,4,25,10.66,0.91,79.31
2018,4,26,9.64,3.41,69.31
2018,4,27,4.46,0.7,249.69
2018,4,28,4.25,0.38,120.12
2018,4,29,10.65,3.26,248.06
2018,4,30,5.17,0.27,191.62
2018,5,1,7.16,0.8,267.81
2018,5,2,9.02,6.42,294.38
2018,5,3,8.02,3.32,267.44
2018,5,4,3.45,0.55,224.38
2018,5,5,5.45,1.37,292.38
2018,5,6,4.66,2.16,221.12
2018,5,7,5.91,1.7,73.25
2018,5,8,3.22,0.42,236.06
2018,5,9,3.98,0.51,245.5
2018,5,10,4.0,0.75,136.94
2018,5,11,2.93,1.2,78.81
2018,5,12,3.59,0.48,231.38
2018,5,13,8.25,0.45,271.38
2018,5,14,2.57,0.59,195.0
2018,5,15,5.98,1.42,76.06
2018,5,16,9.92,4.45,74.56
2018,5,17,10.04,5.33,71.5
2018,5,18,5.36,2.93,49.31
2018,5,19,3.61,2.45,38.19
2018,5,20,4.86,2.62,52.81
2018,5,21,2.93,0.83,166.0
2018,5,22,3.54,1.46,204.56
2018,5,23,8.61,2.88,91.56
2018,5,24,8.12,4.03,100.38
2018,5,25,6.6,0.52,243.56
2018,5,26,5.33,0.23,137.62
2018,5,27,5.12,0.09,282.31
2018,5,28,6.89,2.38,81.94
2018,5,29,2.46,0.8,148.0
2018,5,30,4.12,0.36,217.12
2018,5,31,4.59,0.43,86.88
2018,6,1,5.31,1.52,85.25
2018,6,2,7.23,2.71,72.19
2018,6,3,7.7,1.82,279.75
2018,6,4,4.77,0.5,231.19
2018,6,5,5.19,1.38,241.38
2018,6,6,3.65,0.58,195.5
2018,6,7,6.51,3.32,262.12
2018,6,8,6.09,0.26,131.44
2018,6,9,6.47,1.92,137.62
2018,6,10,6.79,3.8,278.44
2018,6,11,6.66,1.91,265.62
2018,6,12,6.2,2.66,257.69
2018,6,13,6.2,3.28,266.19
2018,6,14,3.86,0.7,160.75
2018,6,15,4.0,1.28,80.69
2018,6,16,6.16,2.68,94.81
2018,6,17,6.27,4.23,65.69
2018,6,18,5.57,2.76,68.31
2018,6,19,5.56,0.34,121.0
2018,6,20,7.05,2.82,67.94
2018,6,21,6.52,3.65,51.62
2018,6,22,6.43,2.41,61.5
2018,6,23,7.67,3.27,77.12
2018,6,24,6.96,4.12,67.88
2018,6,25,6.69,4.05,71.38
2018,6,26,5.11,2.3,77.19
2018,6,27,4.9,2.33,80.62
2018,6,28,3.99,0.36,117.44
2018,6,29,8.59,0.89,101.12
2018,6,30,6.47,0.98,213.19
2018,7,1,6.93,1.39,268.25
2018,7,2,5.38,2.1,247.5
2018,7,3,5.95,0.88,118.81
2018,7,4,6.53,0.8,197.06
2018,7,5,7.66,0.91,260.88
2018,7,6,8.5,0.8,85.19
2018,7,7,9.96,3.38,74.12
2018,7,8,7.63,2.32,55.06
2018,7,9,4.59,0.91,78.75
2018,7,10,4.12,0.12,87.81
2018,7,11,3.91,1.4,225.0
2018,7,12,4.89,2.15,192.19
2018,7,13,6.95,1.34,159.5
2018,7,14,7.43,0.69,245.69
2018,7,15,5.38,0.73,202.12
2018,7,16,10.05,1.63,249.44
2018,7,17,8.25,1.7,85.0
2018,7,18,7.57,0.3,130.38
2018,7,19,3.83,0.84,176.0
2018,7,20,3.76,0.35,289.44
2018,7,21,5.53,1.6,220.19
2018,7,22,4.74,1.39,95.0
2018,7,23,7.39,4.8,72.56
2018,7,24,4.38,1.75,74.12
2018,7,25,3.74,0.8,62.62
2018,7,26,3.42,0.12,114.06
2018,7,27,4.08,0.62,72.0
2018,7,28,3.8,0.97,206.62
2018,7,29,4.02,1.38,258.88
2018,7,30,4.08,0.47,247.0
2018,7,31,5.2,0.21,80.62
2018,8,1,7.15,3.7,65.88
2018,8,2,7.74,4.32,58.25
2018,8,3,4.53,2.27,40.88
2018,8,4,3.38,0.51,180.31
2018,8,5,3.5,1.24,208.88
2018,8,6,4.48,0.09,64.5
2018,8,7,6.04,2.41,80.81
2018,8,8,8.34,3.05,84.5
2018,8,9,4.65,0.32,171.88
2018,8,10,6.23,0.42,102.25
2018,8,11,7.95,3.39,73.62
2018,8,12,5.68,2.25,74.12
2018,8,13,3.81,0.64,147.75
2018,8,14,4.43,1.12,209.81
2018,8,15,7.88,4.09,71.5
2018,8,16,6.23,3.78,67.5
2018,8,17,5.1,2.03,48.5
2018,8,18,6.05,2.45,38.25
2018,8,19,6.52,3.05,64.94
2018,8,20,5.29,2.6,44.31
2018,8,21,4.94,1.73,48.38
2018,8,22,5.98,2.5,76.19
2018,8,23,4.01,0.31,105.19
2018,8,24,3.52,0.41,254.94
2018,8,25,4.48,2.16,174.94
2018,8,26,7.86,2.69,70.75
2018,8,27,7.49,5.23,74.19
2018,8,28,7.12,3.55,81.69
2018,8,29,5.7,2.65,69.81
2018,8,30,6.23,1.6,61.0
2018,8,31,7.26,3.48,63.56
2018,9,1,7.63,4.95,64.0
2018,9,2,6.17,3.62,79.62
2018,9,3,3.21,0.58,86.81
2018,9,4,6.02,0.71,238.94
2018,9,5,4.23,0.77,258.94
2018,9,6,4.8,1.4,266.25
2018,9,7,6.45,0.96,157.19
2018,9,8,8.74,3.27,75.19
2018,9,9,4.96,0.58,136.12
2018,9,10,6.3,1.42,132.25
2018,9,11,5.99,1.72,67.31
2018,9,12,4.63,1.01,203.88
2018,9,13,4.73,2.02,246.25
2018,9,14,7.2,0.95,112.25
2018,9,15,8.12,4.81,68.38
2018,9,16,7.95,2.28,178.12
2018,9,17,5.79,1.06,153.25
2018,9,18,5.19,0.84,134.56
2018,9,19,3.72,0.44,192.75
2018,9,20,3.63,0.7,17.88
2018,9,21,3.13,0.3,184.81
2018,9,22,4.98,1.84,79.31
2018,9,23,5.62,2.3,92.44
2018,9,24,6.7,2.18,81.75
2018,9,25,8.21,3.1,64.25
2018,9,26,10.43,1.91,73.12
2018,9,27,9.29,6.05,71.56
2018,9,28,5.71,0.95,60.38
2018,9,29,6.07,0.29,104.44
2018,9,30,4.01,0.12,182.94
2018,10,1,4.7,2.09,264.25
2018,10,2,8.09,5.8,46.19
2018,10,3,7.92,3.63,194.62
2018,10,4,5.51,1.51,280.31
2018,10,5,3.91,1.02,247.88
2018,10,6,3.67,0.19,194.75
2018,10,7,4.75,2.45,173.25
2018,10,8,5.82,2.3,69.69
2018,10,9,8.54,3.95,122.31
2018,10,10,6.52,1.35,167.75
2018,10,11,4.11,0.82,197.88
2018,10,12,4.31,0.35,201.19
2018,10,13,6.84,2.37,95.19
2018,10,14,5.82,1.05,215.0
2018,10,15,9.63,2.73,253.19
2018,10,16,4.9,0.64,84.88
2018,10,17,5.32,3.39,236.81
2018,10,18,5.49,3.02,301.5
2018,10,19,6.17,2.24,189.81
2018,10,20,8.38,3.91,91.44
2018,10,21,7.51,2.86,83.0
2018,10,22,5.44,2.05,175.25
2018,10,23,5.55,2.05,20.5
2018,10,24,5.04,1.93,300.0
2018,10,25,4.75,0.36,156.56
2018,10,26,7.05,0.49,196.69
2018,10,27,10.34,6.76,226.38
2018,10,28,11.26,1.6,257.12
2018,10,29,15.75,6.98,263.38
2018,10,30,10.12,4.02,210.25
2018,10,31,10.07,4.48,206.94
2018,11,1,7.3,2.62,234.69
2018,11,2,8.9,4.77,299.56
2018,11,3,9.48,5.1,283.5
2018,11,4,8.76,4.37,260.81
2018,11,5,10.88,1.52,239.94
2018,11,6,9.66,6.4,248.06
2018,11,7,6.31,2.96,242.5
2018,11,8,8.11,1.66,159.81
2018,11,9,12.55,7.08,255.69
2018,11,10,8.55,4.76,258.56
2018,11,11,8.45,0.82,180.88
2018,11,12,9.8,1.3,169.25
2018,11,13,8.97,0.39,159.44
2018,11,14,4.56,2.66,121.44
2018,11,15,5.36,2.8,115.75
2018,11,16,5.88,2.93,68.94
2018,11,17,5.82,1.13,49.56
2018,11,18,6.2,1.08,117.44
2018,11,19,12.04,4.99,235.44
2018,11,20,12.83,4.39,251.88
2018,11,21,12.41,0.98,225.81
2018,11,22,8.21,1.15,178.81
2018,11,23,9.77,4.5,226.12
2018,11,24,6.9,0.55,188.44
2018,11,25,10.2,7.53,252.12
2018,11,26,14.9,7.86,270.0
2018,11,27,9.18,5.52,291.62
2018,11,28,5.88,2.87,248.5
2018,11,29,4.38,1.42,185.94
2018,11,30,9.36,4.35,264.44
2018,12,1,6.23,3.09,290.44
2018,12,2,6.22,3.54,243.5
2018,12,3,5.51,2.91,237.5
2018,12,4,3.92,1.01,248.12
2018,12,5,2.95,0.46,165.69
2018,12,6,4.83,1.48,208.19
2018,12,7,4.16,0.91,143.25
2018,12,8,5.87,1.34,281.06
2018,12,9,5.37,2.97,248.19
2018,12,10,4.62,0.49,153.06
2018,12,11,4.09,0.59,206.69
2018,12,12,7.14,4.41,249.88
2018,12,13,12.6,6.5,234.75
2018,12,14,13.05,5.21,315.88
2018,12,15,7.88,5.54,275.06
2018,12,16,9.38,4.81,237.44
2018,12,17,8.56,0.86,290.5
2018,12,18,6.76,0.63,184.25
2018,12,19,6.24,3.22,241.88
2018,12,20,3.05,0.46,236.69
2018,12,21,2.88,0.3,188.5
2018,12,22,4.63,0.36,220.12
2018,12,23,4.59,1.04,190.69
2018,12,24,4.43,0.04,228.19
2018,12,25,4.2,0.19,83.69
2018,12,26,4.56,1.44,109.75
2018,12,27,3.63,0.66,183.62
2018,12,28,3.62,0.97,96.0
2018,12,29,6.96,3.83,72.31
2018,12,30,5.04,0.09,97.44
2018,12,31,6.19,0.87,290.75
2019,1,1,4.68,1.5,257.38
2019,1,2,7.23,3.79,244.25
2019,1,3,5.8,2.62,15.06
2019,1,4,4.9,1.72,186.25
2019,1,5,5.62,2.98,292.94
2019,1,6,6.83,4.47,260.81
2019,1,7,5.36,0.88,184.69
2019,1,8,5.15,0.51,196.44
2019,1,9,7.33,2.87,285.75
2019,1,10,8.09,3.98,36.25
2019,1,11,7.09,4.62,269.0
2019,1,12,4.66,2.55,199.25
2019,1,13,7.09,4.47,260.12
2019,1,14,8.54,1.05,238.69
2019,1,15,5.0,3.21,84.56
2019,1,16,5.38,0.76,201.38
2019,1,17,6.25,3.75,235.88
2019,1,18,5.63,3.71,277.06
2019,1,19,6.34,4.15,269.81
2019,1,20,7.9,4.74,246.94
2019,1,21,8.85,3.58,335.19
2019,1,22,8.73,4.16,282.5
2019,1,23,15.09,9.57,286.44
2019,1,24,16.15,5.94,322.31
2019,1,25,6.62,3.81,317.69
2019,1,26,5.95,0.86,131.56
2019,1,27,11.14,5.91,257.69
2019,1,28,12.73,8.35,300.62
2019,1,29,11.66,5.66,291.0
2019,1,30,12.0,2.38,292.81
2019,1,31,11.97,7.72,236.12
2019,2,1,13.69,9.95,234.44
2019,2,2,13.11,10.41,279.56
2019,2,3,12.55,3.55,315.12
2019,2,4,7.43,4.19,323.81
2019,2,5,5.02,3.99,276.5
2019,2,6,4.25,2.18,256.56
2019,2,7,5.05,2.29,233.19
2019,2,8,3.81,0.73,220.38
2019,2,9,4.15,0.35,220.5
2019,2,10,8.48,3.72,239.5
2019,2,11,8.25,3.06,219.5
2019,2,12,6.99,2.33,53.38
2019,2,13,7.7,2.48,110.56
2019,2,14,6.55,4.2,110.5
2019,2,15,6.34,0.78,140.19
2019,2,16,7.18,4.93,91.44
2019,2,17,7.38,1.32,179.62
2019,2,18,6.46,1.66,148.0
2019,2,19,6.73,0.62,136.56
2019,2,20,4.02,1.12,65.56
2019,2,21,5.14,2.88,82.56
2019,2,22,4.85,0.52,217.31
2019,2,23,5.02,2.66,285.5
2019,2,24,7.24,3.56,43.06
2019,2,25,5.46,1.38,88.75
2019,2,26,7.16,3.26,135.5
2019,2,27,2.99,0.52,232.12
2019,2,28,3.59,0.79,245.25
2019,3,1,4.51,1.27,247.44
2019,3,2,4.46,0.2,248.69
2019,3,3,3.82,0.84,234.5
2019,3,4,6.98,2.46,236.06
2019,3,5,6.85,0.54,224.56
2019,3,6,7.05,3.04,213.94
2019,3,7,7.8,1.54,270.06
2019,3,8,3.45,0.78,103.31
2019,3,9,5.09,2.85,58.31
2019,3,10,2.09,0.63,79.69
2019,3,11,5.24,0.31,102.94
2019,3,12,5.35,0.56,129.94
2019,3,13,8.66,2.44,193.12
2019,3,14,4.91,1.98,302.0
2019,3,15,3.99,1.49,251.25
2019,3,16,4.75,0.38,140.62
2019,3,17,6.96,3.11,238.25
2019,3,18,10.38,2.09,67.75
2019,3,19,6.26,4.63,47.81
2019,3,20,8.17,5.53,30.44
2019,3,21,11.04,5.53,27.19
2019,3,22,8.3,3.86,35.44
2019,3,23,5.88,3.48,61.25
2019,3,24,4.65,2.64,108.06
2019,3,25,4.42,0.92,147.81
2019,3,26,9.3,4.09,58.06
2019,3,27,7.62,4.8,52.44
2019,3,28,4.49,2.91,41.31
2019,3,29,8.67,3.51,77.5
2019,3,30,7.04,0.6,127.94
2019,3,31,7.02,4.02,149.31
2019,4,1,5.28,1.17,245.19
2019,4,2,4.66,1.58,211.31
2019,4,3,3.5,0.64,170.44
2019,4,4,6.34,1.44,197.75
2019,4,5,9.92,0.62,223.0
2019,4,6,11.46,6.01,251.81
2019,4,7,12.56,7.43,271.0
2019,4,8,7.3,5.41,246.62
2019,4,9,8.95,6.16,252.69
2019,4,10,9.06,6.12,264.44
2019,4,11,7.15,4.29,265.31
2019,4,12,5.73,1.6,271.0
2019,4,13,4.37,2.2,255.38
